transaction_id;user_id;amount;type;timestamp
47;370;-86.74;withdrawal;2023-05-13 15:19:34
48;227;1585.53;withdrawal;2021-08-17 15:03:51
49;832;66.32;withdrawal;2023-04-05 15:16:45
50;135;512.66;transfer;2024-10-12 11:34:01
51;234;1547.28;transfer;2023-06-17 12:27:17
52;902;-39.45;deposit;2020-03-06 22:16:20
53;661;954.64;withdrawal;2024-11-18 10:56:32
54;367;1805.4;deposit;2023-03-20 23:36:39
55;752;1840.07;deposit;2022-12-22 09:28:06
56;222;1113.57;deposit;2023-07-25 08:11:47
57;905;1014.54;transfer;2022-12-18 16:07:10
58;741;522.64;deposit;2021-10-03 08:52:11
59;991;685.54;deposit;2020-02-27 12:02:57
60;464;542.83;deposit;2025-06-07 03:52:51
61;636;-440.91;payment;2024-03-19 09:33:22
62;484;1583.26;withdrawal;2020-12-26 21:57:21
63;920;1846.06;deposit;2025-03-22 13:46:16
64;106;719.36;withdrawal;2021-08-13 15:57:33
65;249;1964.71;transfer;2023-07-07 07:04:24
66;763;74.61;transfer;2023-08-25 17:53:52
67;193;1544.96;deposit;2023-09-23 20:06:30
68;9;1495.01;transfer;2024-04-27 09:37:24
69;848;17.26;withdrawal;2022-12-24 15:35:51
70;570;-311.18;payment;2022-04-13 23:31:02
71;955;494.15;withdrawal;2020-04-17 18:45:21
72;541;555.57;transfer;2023-06-22 00:24:03
73;687;447.1;payment;2024-11-23 21:21:40
74;612;1597.7;transfer;2020-10-02 07:26:36
75;371;-313.98;payment;2022-07-28 06:03:03
76;243;264.79;transfer;2020-01-13 17:03:20
77;925;322.71;deposit;2021-06-11 21:18:23
78;164;462.56;payment;2025-01-07 14:04:29
79;7;1841.97;deposit;2020-01-24 17:52:12
80;355;143.02;withdrawal;2023-08-01 08:09:17
81;778;-217.76;payment;2020-08-27 02:59:11
82;455;965.01;payment;2024-10-01 21:55:44
83;485;92.93;payment;2022-06-18 14:44:37
84;313;1458.55;deposit;2022-06-14 20:00:25
85;254;223.74;withdrawal;2022-05-04 22:11:19
86;78;1573.98;payment;2024-09-03 08:02:45
87;851;1193.37;deposit;2020-10-29 12:56:09
88;335;48.03;deposit;2022-04-05 16:10:09
89;554;983.75;withdrawal;2023-02-24 19:56:07
90;228;1556.72;deposit;2021-05-09 02:31:02
91;117;179.4;withdrawal;2021-07-12 07:29:16
92;224;501.47;deposit;2023-04-24 07:11:19
93;124;1217.37;payment;2021-03-04 11:48:43
94;923;30.6;withdrawal;2020-12-17 01:49:42
95;610;1500.21;deposit;2023-02-26 11:06:36
96;869;39.34;withdrawal;2023-05-11 03:35:33
97;849;1852.04;transfer;2021-09-14 12:29:53
98;242;1855.57;transfer;2021-05-27 11:36:37
99;423;1012.32;transfer;2021-02-05 10:38:38
100;793;858.22;withdrawal;2021-04-08 09:06:38
101;748;1729.67;withdrawal;2020-09-17 00:52:48
102;835;-361.34;payment;2023-10-26 06:20:07
103;966;556.46;transfer;2024-04-09 14:30:08
104;513;1498.1;withdrawal;2023-07-31 18:32:30
105;252;-142.96;payment;2022-01-04 09:27:54
106;543;1051.15;transfer;2020-04-16 18:01:55
107;51;180.21;transfer;2025-01-17 18:02:22
108;416;303.95;withdrawal;2021-09-09 06:26:20
109;846;1456.53;payment;2024-12-25 13:45:07
110;329;1144.69;transfer;2020-02-22 19:40:24
111;447;-442.14;withdrawal;2024-07-04 22:17:32
112;925;873.28;withdrawal;2022-01-05 18:49:04
113;484;525.46;payment;2024-08-15 17:07:38
114;202;146.66;deposit;2023-06-15 06:54:48
115;215;1761.94;withdrawal;2022-09-25 17:52:27
116;487;-443.22;deposit;2021-11-18 20:34:16
117;689;1132.63;payment;2021-09-14 11:53:03
118;851;304.26;deposit;2021-10-10 06:37:21
119;389;-199.37;transfer;2022-04-22 13:30:35
120;468;652.24;transfer;2021-02-14 22:55:12
121;725;1348.3;withdrawal;2022-11-22 23:05:51
122;588;1318.58;payment;2022-01-24 01:03:04
123;578;203.59;deposit;2023-09-21 07:22:18
124;69;815.51;payment;2022-08-24 08:42:55
125;955;1096.62;deposit;2021-08-15 10:23:13
126;615;823.94;withdrawal;2021-04-02 06:41:04
127;223;711.66;transfer;2021-12-07 00:20:25
128;206;710.64;deposit;2023-03-24 00:01:37
129;386;961.32;transfer;2022-08-09 02:36:00
130;771;1689.9;deposit;2022-03-07 19:15:25
131;275;1410.7;withdrawal;2023-05-12 12:27:14
132;88;1913.87;payment;2024-08-11 22:46:22
133;429;826.15;payment;2025-01-21 17:50:41
134;489;1393.88;payment;2022-09-23 17:01:58
135;293;709.59;deposit;2022-08-04 07:17:04
136;360;463.62;payment;2020-10-04 22:08:04
137;859;1381.69;payment;2020-08-01 02:52:55
138;670;1757.46;transfer;2023-02-05 22:29:05
139;594;1480.32;withdrawal;2021-04-11 19:53:01
140;14;417.89;deposit;2024-02-10 21:20:46
141;59;1226.02;deposit;2025-01-10 15:22:12
142;238;99.7;deposit;2023-01-16 22:22:32
143;89;763.48;withdrawal;2021-07-11 11:04:37
144;924;1685.99;transfer;2023-06-27 12:43:52
145;75;-264.14;deposit;2020-03-12 07:40:55
146;8;408.43;payment;2025-03-16 21:10:42
147;796;1332.3;transfer;2022-10-26 11:44:19
148;677;1171.7;transfer;2023-09-09 07:40:09
149;230;-242.65;transfer;2024-07-20 08:57:41
150;420;1337.0;withdrawal;2023-05-26 19:50:55
151;383;76.32;withdrawal;2023-01-29 05:43:15
152;195;77.38;deposit;2021-03-08 16:25:49
153;636;1285.4;deposit;2023-11-16 18:15:45
154;888;754.75;payment;2021-06-12 22:41:10
155;611;1767.74;payment;2023-06-19 06:54:51
156;737;198.08;withdrawal;2022-05-25 03:42:51
157;93;119.54;transfer;2022-12-26 13:42:16
158;925;1345.56;deposit;2025-01-23 14:41:09
159;650;1883.43;deposit;2023-11-02 15:53:55
160;857;77.83;withdrawal;2023-10-26 19:31:34
161;596;653.72;deposit;2020-05-22 01:42:59
162;702;773.34;withdrawal;2021-01-01 18:26:38
163;633;-55.15;payment;2025-05-01 00:34:26
164;760;238.34;payment;2023-02-08 23:48:20
165;21;156.5;deposit;2021-06-29 01:11:35
166;834;1434.35;payment;2021-11-06 21:53:47
167;648;-321.33;payment;2022-12-26 22:28:21
168;301;1990.98;payment;2021-01-08 11:14:27
169;37;98.11;payment;2023-01-22 19:12:45
170;170;1200.3;payment;2023-04-17 01:35:30
171;311;1618.56;transfer;2022-02-17 00:26:28
172;467;858.98;transfer;2020-07-02 05:16:45
173;554;143.24;withdrawal;2020-08-06 07:44:58
174;150;930.43;transfer;2022-05-06 22:57:14
175;606;1848.68;deposit;2025-02-26 09:05:01
176;44;1421.05;withdrawal;2020-04-19 14:54:34
177;864;699.52;withdrawal;2021-07-16 11:30:43
178;4;975.68;withdrawal;2025-05-03 07:29:13
179;379;-354.08;transfer;2022-08-30 10:24:07
180;210;405.11;deposit;2025-01-24 04:11:33
181;45;279.63;withdrawal;2025-05-14 13:34:19
182;369;453.6;deposit;2023-07-13 01:48:11
183;146;575.14;withdrawal;2021-07-16 18:36:46
184;533;1387.12;withdrawal;2023-12-03 01:47:59
185;356;1764.02;payment;2024-05-03 22:36:14
186;957;538.92;deposit;2020-06-17 07:14:06
187;970;1465.24;payment;2022-01-20 00:21:30
188;383;1167.48;withdrawal;2023-03-26 12:35:37
189;551;866.51;payment;2020-08-07 01:27:50
190;299;1648.08;payment;2024-04-01 20:19:20
191;261;1222.83;withdrawal;2024-02-20 12:21:40
192;323;-174.82;payment;2022-12-01 03:51:07
193;173;470.69;deposit;2024-09-23 17:30:38
194;318;888.31;payment;2020-11-28 07:20:14
195;526;-47.67;deposit;2024-06-29 12:31:17
196;657;468.65;payment;2025-06-26 16:30:10
197;595;1037.1;deposit;2021-09-05 04:10:59
198;321;905.82;payment;2024-05-26 21:21:20
199;448;727.93;deposit;2023-03-02 17:21:07
200;997;964.78;withdrawal;2023-08-15 04:26:50
201;724;-347.63;payment;2021-12-07 09:01:56
202;978;1782.6;transfer;2024-02-08 19:01:08
203;953;-54.8;deposit;2025-01-25 23:52:00
204;901;-200.78;withdrawal;2025-02-28 20:38:41
205;187;1657.12;withdrawal;2023-10-24 03:49:05
206;869;1377.58;payment;2022-04-05 17:14:17
207;467;84.22;transfer;2021-09-23 08:54:27
208;158;559.97;payment;2022-08-24 02:31:09
209;604;218.73;withdrawal;2023-06-10 03:16:51
210;805;15.55;transfer;2025-02-24 02:28:37
211;381;-192.53;payment;2023-01-02 12:17:00
212;272;312.6;transfer;2024-10-28 12:51:13
213;820;867.72;deposit;2020-08-20 10:56:31
214;910;565.39;transfer;2025-06-01 09:16:26
215;961;170.32;transfer;2022-05-31 09:37:04
216;864;1937.56;deposit;2021-09-29 06:43:02
217;494;34.19;deposit;2021-10-06 08:44:07
218;564;141.15;transfer;2024-07-29 11:47:49
219;803;58.38;payment;2023-05-21 14:32:59
220;526;365.84;deposit;2022-07-25 03:59:18
221;576;1699.54;withdrawal;2023-10-25 19:17:54
222;174;374.31;payment;2025-05-25 07:17:04
223;409;1103.61;payment;2022-12-15 07:51:59
224;278;656.04;withdrawal;2021-05-24 19:54:32
225;128;-182.16;deposit;2021-12-18 11:30:30
226;692;1599.13;withdrawal;2025-03-12 17:16:03
227;271;1411.28;payment;2022-02-23 00:04:55
228;800;1389.08;transfer;2025-06-21 03:55:40
229;245;1079.6;deposit;2020-03-12 12:18:02
230;110;209.56;payment;2020-08-20 06:45:32
231;52;23.78;deposit;2024-10-31 22:27:00
232;246;-215.18;payment;2021-11-28 11:58:32
233;182;421.35;deposit;2022-01-28 01:09:23
234;945;227.01;withdrawal;2021-07-31 01:33:10
235;589;-284.06;transfer;2024-11-29 03:38:50
236;884;268.07;payment;2020-03-20 15:47:32
237;429;687.89;transfer;2021-10-28 14:18:52
238;665;1570.61;transfer;2022-08-07 22:17:32
239;47;1310.93;deposit;2023-11-09 21:50:59
240;557;-40.86;withdrawal;2020-09-13 23:06:44
241;680;90.68;transfer;2022-08-17 13:38:51
242;687;509.13;payment;2024-11-14 04:17:31
243;943;616.26;withdrawal;2022-12-27 05:58:21
244;81;1511.71;withdrawal;2025-06-28 17:55:44
245;607;1956.56;payment;2025-05-19 15:43:05
246;442;494.21;deposit;2021-07-03 17:08:26
247;441;325.52;deposit;2021-08-23 02:59:42
248;814;131.88;deposit;2025-05-28 04:40:45
249;895;758.41;withdrawal;2024-01-22 06:01:38
250;751;1951.8;deposit;2021-03-12 21:32:15
251;626;1660.93;deposit;2021-03-20 07:24:21
252;236;584.5;deposit;2020-04-07 12:17:14
253;1;504.83;payment;2021-12-02 16:37:58
254;588;1975.19;deposit;2020-11-21 00:51:38
255;184;1159.91;transfer;2022-12-02 06:14:14
256;384;984.24;transfer;2025-03-07 12:49:25
257;751;-354.09;withdrawal;2024-11-26 22:46:55
258;206;1579.82;transfer;2024-03-21 04:51:55
259;205;1707.04;deposit;2020-01-13 19:11:50
260;288;318.86;deposit;2021-09-23 20:44:51
261;675;-97.85;transfer;2022-09-08 23:15:22
262;475;851.8;withdrawal;2021-02-11 05:09:54
263;30;243.34;payment;2025-04-19 02:50:32
264;578;291.23;transfer;2021-10-04 17:49:39
265;252;-215.21;withdrawal;2020-08-18 18:08:46
266;256;1353.74;transfer;2024-01-09 20:21:00
267;109;116.88;transfer;2024-11-12 12:37:48
268;190;1618.43;deposit;2023-12-31 16:22:40
269;276;887.81;deposit;2020-11-09 10:11:45
270;433;345.49;deposit;2020-03-16 11:11:25
271;977;901.47;payment;2023-12-09 19:49:14
272;791;1320.96;transfer;2022-10-07 18:54:44
273;189;1834.69;payment;2020-05-31 10:22:55
274;480;124.64;transfer;2021-08-30 08:12:31
275;187;1998.17;transfer;2021-08-21 21:49:50
276;900;-125.04;withdrawal;2020-10-23 14:18:22
277;925;-251.05;deposit;2022-02-18 20:11:39
278;324;584.63;deposit;2021-09-24 21:48:10
279;287;1750.78;deposit;2022-01-09 19:34:24
280;319;1839.25;deposit;2021-01-26 02:12:27
281;352;-55.24;transfer;2024-02-15 17:46:51
282;383;838.62;deposit;2024-03-27 01:02:45
283;445;389.21;withdrawal;2024-10-25 11:32:35
284;813;-292.59;payment;2024-01-24 21:20:35
285;670;344.99;payment;2023-10-28 18:15:36
286;757;354.64;payment;2022-11-11 08:40:40
287;815;11.39;withdrawal;2025-05-31 22:00:23
288;125;292.28;transfer;2021-02-12 16:31:22
289;438;1748.55;withdrawal;2024-06-11 19:01:20
290;947;-443.07;deposit;2020-01-26 12:03:15
291;548;740.96;transfer;2023-10-20 06:00:24
292;640;313.23;withdrawal;2023-03-31 10:39:20
293;591;283.19;transfer;2022-01-22 18:21:55
294;150;483.3;transfer;2020-04-15 00:37:37
295;739;735.82;deposit;2025-05-06 04:28:17
296;621;1095.67;deposit;2024-05-16 03:53:13
297;109;1126.62;payment;2021-10-27 12:45:03
298;853;1273.36;transfer;2022-12-14 21:52:37
299;455;1150.04;payment;2021-09-27 14:28:40
300;642;963.53;deposit;2024-05-16 07:27:27
301;28;1303.79;deposit;2021-09-12 00:04:05
302;453;560.3;deposit;2022-10-15 09:41:50
303;502;-274.97;deposit;2021-06-04 09:47:32
304;642;946.45;withdrawal;2024-12-10 23:16:52
305;546;1387.82;withdrawal;2022-02-02 08:15:52
306;195;1386.37;transfer;2020-07-24 11:59:56
307;927;647.7;withdrawal;2021-12-23 04:30:12
308;783;773.13;withdrawal;2024-07-01 15:11:09
309;233;567.99;transfer;2023-02-26 17:39:15
310;954;348.5;withdrawal;2022-12-13 16:08:12
311;441;1185.91;transfer;2023-11-22 12:31:15
312;877;1942.85;deposit;2022-07-20 02:04:39
313;400;60.43;deposit;2024-01-13 17:22:36
314;243;447.74;deposit;2025-07-20 08:30:57
315;6;385.06;payment;2021-02-16 10:38:27
316;306;1618.07;deposit;2021-02-21 02:19:18
317;112;1359.17;deposit;2024-11-05 08:14:16
318;729;276.49;deposit;2020-07-26 18:55:36
319;681;471.05;transfer;2020-11-21 20:45:56
320;449;668.88;deposit;2021-12-11 01:57:34
321;94;835.76;transfer;2022-01-02 06:39:07
322;880;847.86;transfer;2021-07-11 06:30:58
323;80;502.31;withdrawal;2024-04-25 23:16:33
324;511;-495.58;withdrawal;2022-10-06 13:22:23
325;639;1354.05;payment;2025-02-11 22:20:17
326;629;919.04;transfer;2024-07-15 13:12:19
327;650;1858.2;transfer;2022-12-20 00:54:55
328;451;59.64;withdrawal;2025-05-06 16:51:56
329;229;362.73;transfer;2020-08-31 20:47:39
330;597;395.07;transfer;2022-07-16 17:22:07
331;674;1477.13;withdrawal;2024-05-26 15:53:40
332;726;169.66;withdrawal;2023-01-05 02:59:39
333;8;1398.77;payment;2024-04-11 09:06:54
334;200;-270.32;payment;2024-03-05 02:20:32
335;110;344.08;payment;2024-07-21 19:11:05
336;83;776.8;payment;2021-12-23 23:48:31
337;655;1159.51;transfer;2020-08-17 22:32:08
338;735;1937.38;deposit;2022-05-22 10:16:24
339;93;1821.44;withdrawal;2020-08-25 11:40:25
340;156;1303.61;transfer;2021-07-09 14:54:51
341;483;-445.71;withdrawal;2020-09-19 00:13:06
342;674;1897.62;deposit;2022-02-25 17:24:40
343;721;1304.19;deposit;2025-03-25 21:38:44
344;791;1801.1;transfer;2021-02-11 11:51:12
345;128;1870.3;withdrawal;2023-09-03 14:46:59
346;86;1705.47;transfer;2020-07-25 18:58:52
347;822;1004.34;withdrawal;2025-06-23 10:08:36
348;107;-102.63;withdrawal;2020-03-29 00:38:03
349;358;1595.84;withdrawal;2024-12-03 22:51:50
350;482;518.89;deposit;2021-04-26 21:42:17
351;88;395.16;withdrawal;2021-08-31 04:28:27
352;445;641.03;withdrawal;2023-05-14 13:25:34
353;307;1323.34;withdrawal;2022-01-15 09:34:58
354;85;-268.75;deposit;2022-09-09 15:33:45
355;102;183.04;withdrawal;2020-05-29 10:20:17
356;811;1179.02;transfer;2025-01-29 19:07:02
357;632;1966.36;withdrawal;2020-05-16 18:26:27
358;81;541.6;withdrawal;2021-03-02 18:09:47
359;826;1263.87;deposit;2023-09-12 17:00:48
360;362;-328.49;transfer;2022-10-07 09:57:41
361;653;-143.78;transfer;2025-04-13 04:06:14
362;426;1588.69;withdrawal;2024-09-22 11:40:32
363;291;309.35;payment;2023-08-12 15:54:42
364;109;1448.47;deposit;2023-06-04 10:46:39
365;580;-60.33;withdrawal;2022-11-24 22:36:16
366;241;1590.54;payment;2025-02-11 07:59:54
367;433;-427.16;withdrawal;2023-09-12 00:21:19
368;153;101.21;withdrawal;2023-02-17 07:35:13
369;647;1007.2;transfer;2020-02-29 21:44:34
370;991;-468.97;withdrawal;2025-01-30 08:58:04
371;809;954.09;transfer;2022-10-24 09:26:25
372;407;-159.5;payment;2022-03-15 04:23:44
373;709;975.67;payment;2022-08-10 09:58:46
374;267;1358.68;payment;2023-07-09 18:28:53
375;863;220.68;transfer;2021-05-19 16:39:01
376;574;841.85;payment;2020-06-10 19:58:30
377;94;1891.27;payment;2020-04-19 05:28:48
378;515;687.42;transfer;2020-03-04 13:20:16
379;633;496.02;payment;2022-10-01 06:45:27
380;477;1983.35;transfer;2023-07-22 10:13:21
381;774;1141.23;deposit;2022-10-03 05:16:51
382;352;716.0;transfer;2020-09-08 09:18:58
383;756;731.93;deposit;2023-08-17 08:33:39
384;157;296.3;deposit;2021-12-11 01:53:45
385;408;1595.73;withdrawal;2024-07-25 07:33:51
386;293;1033.04;transfer;2022-10-27 13:07:39
387;744;187.43;withdrawal;2021-10-31 19:29:19
388;31;163.96;withdrawal;2020-02-27 01:26:33
389;405;-94.31;payment;2020-12-09 12:17:58
390;942;962.47;transfer;2025-02-23 15:47:33
391;23;-86.89;deposit;2022-05-02 04:04:49
392;48;754.41;withdrawal;2021-07-12 01:12:20
393;304;-437.73;deposit;2020-05-01 05:03:47
394;85;-142.69;withdrawal;2022-04-02 14:34:06
395;235;54.01;withdrawal;2024-01-25 06:47:49
396;579;-167.77;payment;2021-12-27 18:29:50
397;460;-91.97;withdrawal;2022-05-12 16:25:25
398;525;1354.33;transfer;2022-01-07 16:24:08
399;239;1076.44;deposit;2022-11-16 05:23:56
400;590;-86.57;transfer;2020-04-21 04:18:12
401;389;-43.78;withdrawal;2024-07-18 15:42:07
402;21;196.7;payment;2022-04-22 13:40:33
403;212;-37.35;withdrawal;2024-04-26 18:56:01
404;63;1254.85;withdrawal;2021-06-12 18:11:50
405;384;1529.57;payment;2022-06-13 08:19:31
406;895;325.83;payment;2024-06-04 12:58:09
407;975;1369.17;deposit;2024-07-07 01:02:31
408;125;1176.24;transfer;2025-06-17 04:42:09
409;866;938.51;withdrawal;2024-06-15 02:20:16
410;872;-432.11;deposit;2023-08-16 21:55:52
411;795;833.91;transfer;2024-09-27 20:24:55
412;453;164.79;deposit;2020-06-19 03:21:03
413;323;334.9;transfer;2024-06-10 23:13:33
414;866;354.83;deposit;2020-02-19 12:58:55
415;93;1304.38;transfer;2022-07-05 20:28:04
416;237;454.83;deposit;2023-03-26 06:18:56
417;676;436.15;deposit;2024-12-19 20:09:38
418;205;-357.33;deposit;2022-06-29 13:28:34
419;150;-165.39;transfer;2023-02-03 17:17:10
420;777;813.93;deposit;2020-08-13 02:43:06
421;725;977.47;withdrawal;2024-01-11 12:06:08
422;573;674.48;payment;2024-12-28 16:57:32
423;384;1625.42;deposit;2021-11-26 16:50:45
424;568;1363.07;withdrawal;2022-07-19 15:16:06
425;771;293.92;withdrawal;2020-07-14 18:57:53
426;535;-261.47;payment;2021-05-20 00:02:35
427;919;624.59;transfer;2021-07-02 15:19:56
428;346;-6.24;withdrawal;2023-11-20 19:11:13
429;806;698.44;deposit;2024-09-04 09:01:06
430;575;606.86;deposit;2023-10-08 01:32:17
431;722;1295.37;payment;2020-11-17 13:16:29
432;36;13.66;withdrawal;2023-05-13 05:09:33
433;506;-283.51;transfer;2020-03-18 19:15:29
434;304;1771.9;payment;2025-05-21 14:08:22
435;142;1056.34;withdrawal;2021-04-22 23:52:13
436;919;1196.08;withdrawal;2024-12-27 02:38:37
437;998;1000.35;payment;2022-07-13 23:46:19
438;461;247.41;withdrawal;2023-12-08 09:03:47
439;395;-405.48;deposit;2021-02-18 08:34:01
440;530;585.29;transfer;2023-08-07 16:21:06
441;835;708.52;withdrawal;2020-03-15 11:11:37
442;385;308.98;transfer;2021-07-28 08:00:49
443;195;1095.93;transfer;2021-07-02 14:57:02
444;40;652.7;withdrawal;2023-02-25 14:46:40
445;433;-3.61;payment;2021-02-20 11:48:05
446;829;-356.74;transfer;2021-11-22 05:59:24
447;17;1536.79;withdrawal;2020-07-03 20:19:04
448;330;1290.65;withdrawal;2025-02-24 19:33:44
449;740;1545.27;deposit;2025-04-17 10:09:45
450;389;1706.29;withdrawal;2025-04-22 11:24:57
451;7;1459.46;withdrawal;2025-06-05 19:00:58
452;26;136.59;transfer;2023-05-12 00:09:21
453;236;632.34;deposit;2021-03-24 01:12:01
454;604;-211.88;deposit;2021-09-21 04:09:39
455;273;714.48;payment;2020-02-15 16:35:53
456;146;1205.42;payment;2022-01-22 18:52:15
457;262;980.47;transfer;2021-09-13 20:11:41
458;167;1356.65;transfer;2020-09-08 02:16:37
459;554;1045.35;payment;2022-12-28 02:54:17
460;190;-60.77;deposit;2025-03-06 13:45:52
461;384;1044.75;deposit;2023-10-12 22:10:40
462;983;1149.25;transfer;2025-05-28 22:55:55
463;284;1776.63;deposit;2020-06-16 15:33:59
464;687;1384.04;transfer;2024-04-09 08:36:37
465;67;366.88;withdrawal;2024-12-08 08:47:22
466;570;665.76;withdrawal;2025-03-19 03:17:45
467;818;-327.59;deposit;2023-04-23 18:26:44
468;781;1969.38;payment;2023-04-12 02:26:12
469;301;437.93;transfer;2022-04-26 20:15:58
470;328;1189.74;transfer;2023-07-21 02:01:38
471;402;1324.41;withdrawal;2020-02-27 21:30:23
472;16;814.22;withdrawal;2024-09-25 23:08:07
473;525;1805.9;payment;2023-08-30 03:39:24
474;231;-23.39;withdrawal;2022-02-28 10:09:42
475;861;319.38;payment;2021-07-12 23:56:31
476;138;784.78;transfer;2024-09-16 15:19:39
477;369;609.65;deposit;2025-03-05 14:20:21
478;308;-442.14;withdrawal;2024-09-27 21:49:41
479;769;1603.09;transfer;2020-10-21 09:49:50
480;863;1348.77;payment;2022-08-09 10:37:38
481;834;248.3;deposit;2021-01-08 12:15:04
482;176;376.29;transfer;2023-03-23 14:45:57
483;725;513.42;payment;2020-01-07 21:40:27
484;665;1283.12;deposit;2020-01-25 22:05:35
485;812;1499.2;payment;2021-11-02 07:00:39
486;971;-318.82;withdrawal;2021-07-21 04:58:16
487;36;625.41;withdrawal;2024-10-13 00:16:02
488;401;627.08;payment;2025-04-09 06:24:03
489;652;1248.05;withdrawal;2021-04-25 18:04:58
490;43;1970.96;payment;2020-01-03 09:56:39
491;891;1631.33;deposit;2024-01-03 00:51:00
492;346;8.45;deposit;2021-03-23 11:06:51
493;971;-289.62;transfer;2021-07-01 14:52:04
494;979;-166.79;transfer;2025-05-19 07:26:27
495;273;126.87;deposit;2020-05-20 05:57:48
496;191;1208.95;payment;2024-09-04 06:31:13
497;925;278.6;withdrawal;2022-02-17 03:35:31
498;564;503.21;payment;2023-06-17 08:17:12
499;498;807.42;withdrawal;2022-01-28 10:25:32
500;37;337.17;transfer;2024-05-23 02:05:43
501;149;1160.4;transfer;2022-01-10 23:56:12
502;520;540.52;withdrawal;2024-08-31 11:31:24
503;521;638.05;withdrawal;2020-09-12 09:28:37
504;333;268.0;payment;2024-12-19 22:17:40
505;460;783.51;deposit;2023-05-22 14:48:51
506;834;1463.98;transfer;2022-01-12 05:38:20
507;223;1248.57;deposit;2020-09-20 20:47:54
508;1000;519.65;withdrawal;2021-05-25 18:59:16
509;369;1532.15;deposit;2022-04-04 12:57:39
510;278;1544.35;payment;2020-10-07 05:08:36
511;28;671.1;transfer;2024-01-09 17:51:58
512;953;1238.73;transfer;2020-05-08 15:44:44
513;141;977.15;payment;2020-02-12 16:10:28
514;856;1271.71;payment;2020-03-22 01:40:50
515;588;-133.19;withdrawal;2025-05-17 11:33:23
516;679;1132.28;transfer;2022-08-06 13:26:44
517;636;1287.44;transfer;2024-12-07 06:53:52
518;5;1314.16;transfer;2021-07-16 18:12:43
519;235;-155.41;transfer;2023-11-30 07:51:07
520;20;506.12;withdrawal;2025-01-24 14:47:55
521;818;868.79;payment;2022-07-30 03:28:15
522;907;1482.21;transfer;2025-01-13 19:06:09
523;705;-322.89;deposit;2025-06-19 15:34:03
524;92;1214.5;transfer;2023-09-01 02:15:36
525;37;1726.42;payment;2022-03-28 18:10:27
526;67;204.85;payment;2023-03-19 12:40:39
527;61;1820.29;deposit;2025-04-13 02:37:32
528;606;839.79;deposit;2020-11-28 16:46:25
529;359;36.97;withdrawal;2020-11-27 12:58:13
530;677;1121.53;transfer;2021-05-08 12:44:37
531;64;1276.88;withdrawal;2025-05-02 16:26:23
532;683;428.75;payment;2023-03-28 05:51:00
533;283;1380.38;deposit;2021-10-25 15:47:51
534;633;1165.71;payment;2024-04-22 01:37:45
535;100;1136.95;deposit;2024-06-07 03:19:39
536;26;1600.95;payment;2024-06-19 09:08:49
537;897;172.58;transfer;2021-04-09 18:34:09
538;93;-311.25;transfer;2023-12-09 01:26:25
539;27;-416.87;payment;2021-07-12 23:07:56
540;885;-350.55;payment;2022-02-22 08:06:49
